,Label,WORD,feature_log_prob_ when fake,feature_log_prob_ when true
0,0,trump,-4.850555025507669,-4.591216136654117
1,0,you,-5.456273850040665,-6.9078484453737214
2,0,their,-5.753202692401027,-6.238394377071064
3,0,people,-5.836044964711043,-6.414342679868689
4,0,her,-5.847882818629957,-6.241646412457442
5,0,she,-5.854254111540799,-6.181832766879616
6,0,all,-5.898431890202346,-6.811208772796568
7,0,clinton,-5.907813036681334,-5.508469332510172
8,0,what,-5.93444814772764,-6.792779115588933
9,0,or,-5.942586946555009,-6.2220452390695336
10,0,if,-5.9535962320633775,-6.34753603602385
11,0,out,-5.969280925825137,-6.563739934227519
12,0,will,-5.974100212261085,-5.824308525918992
13,0,been,-6.047031065701502,-6.228206688013582
14,0,more,-6.05730027776003,-6.106393875942903
15,0,when,-6.072723825974119,-6.613360318452941
16,0,president,-6.085913629234446,-5.7466813090650835
17,0,so,-6.091330710837383,-7.077566830014351
18,0,just,-6.1288515255016165,-7.348056501925758
19,0,were,-6.144748579775422,-6.343643898777946
20,0,there,-6.163372917357512,-6.704210979962583
21,0,can,-6.166742593489493,-6.83541434723337
22,0,hillary,-6.189942228006251,-6.846822182561555
23,0,up,-6.206022873591078,-6.537463042742415
24,0,donald,-6.211614107871309,-6.403089970074937
25,0,had,-6.214213267207404,-5.953463337991172
26,0,obama,-6.218386025191931,-5.8397791829741585
27,0,like,-6.220793269014919,-7.233646150748014
28,0,no,-6.225309371843542,-6.668639514177715
29,0,our,-6.255551565438509,-6.936549079361631
30,0,him,-6.275716632282331,-6.685680980032567
31,0,which,-6.30880540380463,-6.145675873530395
32,0,because,-6.3639666614144375,-7.075257360165688
33,0,after,-6.369301300641805,-6.2807368409385305
34,0,do,-6.377357001474021,-7.004037059669162
35,0,them,-6.4455623679983685,-7.065501185220323
36,0,also,-6.445693575766056,-6.282040452125619
37,0,via,-6.479862120535444,-10.163995665039153
38,0,even,-6.482581360824195,-7.499937033218478
39,0,how,-6.4879052420769465,-7.324843179545976
40,0,state,-6.495737642131296,-5.767984986001949
41,0,than,-6.51214969340387,-6.48401646039548
42,0,over,-6.514395938908221,-6.434496768562836
43,0,campaign,-6.535416454402055,-5.956661534678281
44,0,now,-6.540452798596677,-7.15505980450946
45,0,only,-6.55279057031111,-7.250682337900582
46,0,time,-6.553959648334077,-6.929545548984294
47,0,other,-6.559678558267976,-6.540498970188069
48,0,us,-6.560414122846929,-8.139852763555544
49,0,new,-6.574344401459003,-5.9144160202086695
50,0,into,-6.577034181921103,-6.889481568503646
51,0,image,-6.617183052748167,-9.851312290381955
52,0,being,-6.635416817894459,-7.436722139011414
53,0,republican,-6.645460744498131,-5.45674883039991
54,0,here,-6.656740271111106,-8.295118892466668
55,0,some,-6.6668380767824065,-6.396632653830638
56,0,right,-6.680517729741927,-7.707983481250868
57,0,re,-6.699278749019751,-7.267314737949724
58,0,news,-6.711014575526004,-7.165103831194794
59,0,america,-6.716676424741999,-7.656147446008746
60,0,these,-6.733681866641454,-7.830255404265312
61,0,white,-6.736134995609532,-6.5510271706784415
62,0,should,-6.740354411152241,-7.07352875126507
63,0,any,-6.751337692510345,-7.016466292901854
64,0,while,-6.755979729055321,-6.966615038297844
65,0,get,-6.765148332609206,-7.388247382509004
66,0,featured,-6.7789692472800205,-10.473000506959757
67,1,trump,-4.850555025507669,-4.591216136654117
68,1,republican,-6.645460744498131,-5.45674883039991
69,1,clinton,-5.907813036681334,-5.508469332510172
70,1,reuters,-10.061346470293765,-5.723431469533004
71,1,president,-6.085913629234446,-5.7466813090650835
72,1,state,-6.495737642131296,-5.767984986001949
73,1,will,-5.974100212261085,-5.824308525918992
74,1,obama,-6.218386025191931,-5.8397791829741585
75,1,new,-6.574344401459003,-5.9144160202086695
76,1,had,-6.214213267207404,-5.953463337991172
77,1,campaign,-6.535416454402055,-5.956661534678281
78,1,presidential,-7.136089001985274,-6.013653700242671
79,1,house,-7.141073926383799,-6.055615049612214
80,1,states,-6.843837432712439,-6.074091325779788
81,1,more,-6.05730027776003,-6.106393875942903
82,1,which,-6.30880540380463,-6.145675873530395
83,1,election,-6.809649351815329,-6.148639514135683
84,1,she,-5.854254111540799,-6.181832766879616
85,1,or,-5.942586946555009,-6.2220452390695336
86,1,been,-6.047031065701502,-6.228206688013582
87,1,their,-5.753202692401027,-6.238394377071064
88,1,democratic,-7.399893717169977,-6.23989400244583
89,1,her,-5.847882818629957,-6.241646412457442
90,1,washington,-7.582556047523201,-6.253239284226201
91,1,after,-6.369301300641805,-6.2807368409385305
92,1,also,-6.445693575766056,-6.282040452125619
93,1,its,-7.068056200395326,-6.304199100770262
94,1,were,-6.144748579775422,-6.343643898777946
95,1,if,-5.9535962320633775,-6.34753603602385
96,1,former,-7.383001423605471,-6.353402794016015
97,1,could,-6.815330109375919,-6.370927267365996
98,1,party,-6.886957885344115,-6.382975605882171
99,1,some,-6.6668380767824065,-6.396632653830638
100,1,donald,-6.211614107871309,-6.403089970074937
101,1,people,-5.836044964711043,-6.414342679868689
102,1,united,-7.146083824799144,-6.42421856441622
103,1,over,-6.514395938908221,-6.434496768562836
104,1,than,-6.51214969340387,-6.48401646039548
105,1,year,-6.890022552162019,-6.4878552367026465
106,1,percent,-7.574815124778763,-6.496546744821105
107,1,up,-6.206022873591078,-6.537463042742415
108,1,other,-6.559678558267976,-6.540498970188069
109,1,white,-6.736134995609532,-6.5510271706784415
110,1,out,-5.969280925825137,-6.563739934227519
111,1,told,-7.0885583387960285,-6.566510019101335
112,1,court,-7.452712427977863,-6.577667735971988
113,1,last,-7.142916759602443,-6.580125170945744
114,1,senate,-8.09611204841205,-6.610095305576021
115,1,when,-6.072723825974119,-6.613360318452941
116,1,republicans,-7.026628032666963,-6.659084692776294
117,1,no,-6.225309371843542,-6.668639514177715
118,1,him,-6.275716632282331,-6.685680980032567
119,1,two,-7.029446921073383,-6.6872447020087495
120,1,york,-7.7980601422794535,-6.691164738388823
121,1,there,-6.163372917357512,-6.704210979962583
122,1,government,-6.987299059255918,-6.713004002243994
123,1,candidate,-7.3432654457235405,-6.730008460554007
124,1,national,-7.328246789887112,-6.748138334966313
125,1,against,-6.797450645604636,-6.752722631388257
126,1,senator,-8.121026831955337,-6.753976550047851
127,1,tuesday,-8.344696099570097,-6.763220313347389
128,1,first,-6.944476361118607,-6.774682973348512
129,1,law,-7.124380789663897,-6.778533245484745
130,1,what,-5.93444814772764,-6.792779115588933
131,1,all,-5.898431890202346,-6.811208772796568
132,1,voters,-7.553930831611843,-6.827280547306599
133,1,can,-6.166742593489493,-6.83541434723337
